Sender;Receiver 1;Receiver 2;;Index 1;Index 2;Value 1;Value 2;Name
480;a1;0;fa;8;3;0;0;LZ_VERD_2_WW_BETRIEB
480;a1;0;fa;8;1;0;0;LZ_VERD_1_2_KUEHLBETRIEB
480;a0;0;fa;8;1d;0;0;LAUFZEIT_VERD_BEI_SPEICHERBEDARF
500;92;0;fa;8;2;80;0;LZ_VERD_1_WW_BETRIEB
500;92;0;fa;8;3;0d;6b;LZ_VERD_2_WW_BETRIEB
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;92;0;fa;8;4;0;0;LZ_VERD_1_2_WW_BETRIEB
500;92;0;fa;8;0;80;0;LZ_VERD_2_KUEHLBETRIEB
500;92;0;fa;8;1;0;0;LZ_VERD_1_2_KUEHLBETRIEB
480;a1;0;fa;8;3;0;0;LZ_VERD_2_WW_BETRIEB
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
480;a1;0;fa;8;1;0;0;LZ_VERD_1_2_KUEHLBETRIEB
480;a0;0;fa;8;1d;0;0;LAUFZEIT_VERD_BEI_SPEICHERBEDARF
500;92;0;fa;8;2;80;0;LZ_VERD_1_WW_BETRIEB
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
500;92;0;fa;8;3;0d;6b;LZ_VERD_2_WW_BETRIEB
500;92;0;fa;8;4;0;0;LZ_VERD_1_2_WW_BETRIEB
500;92;0;fa;8;0;80;0;LZ_VERD_2_KUEHLBETRIEB
500;92;0;fa;8;1;0;0;LZ_VERD_1_2_KUEHLBETRIEB
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
500;90;0;fa;8;0e;0;0;FATAL_ERROR
500;90;0;fa;8;28;0;0;FEHLER_PARAMETERSATZ_IWS
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
500;90;0;fa;8;0e;0;0;FATAL_ERROR
480;a1;0;fa;8;4;0;0;LZ_VERD_1_2_WW_BETRIEB
480;a1;0;fa;8;0;0;0;<REQUEST>
500;90;0;fa;8;28;0;0;FEHLER_PARAMETERSATZ_IWS
500;92;0;fa;8;2;80;0;LZ_VERD_1_WW_BETRIEB
500;92;0;fa;8;3;0d;6b;LZ_VERD_2_WW_BETRIEB
500;92;0;fa;8;4;0;0;LZ_VERD_1_2_WW_BETRIEB
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;92;0;fa;8;0;80;0;LZ_VERD_2_KUEHLBETRIEB
500;92;0;fa;8;1;0;0;LZ_VERD_1_2_KUEHLBETRIEB
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;a0;79;fa;1;d7;0;d3;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;24;80;0;WAERMEERTRAG_2WE_WW_SUM_KWH
180;e2;0;fa;9;25;80;0;WAERMEERTRAG_2WE_WW_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
180;e2;0;fa;9;28;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;31;80;0;WAERMEERTRAG_HEIZ_SUM_MWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;e2;0;fa;9;2c;80;0;WAERMEERTRAG_WW_SUM_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
180;e2;0;fa;9;2d;80;0;WAERMEERTRAG_WW_SUM_MWH
500;e2;0;fa;9;20;2;8e;EL_AUFNAHMELEISTUNG_HEIZ_SUM_KWH
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
180;e2;0;fa;9;30;80;0;WAERMEERTRAG_HEIZ_SUM_KWH
180;e2;0;fa;9;29;80;0;WAERMEERTRAG_2WE_HEIZ_SUM_MWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;21;0;11;EL_AUFNAHMELEISTUNG_HEIZ_SUM_MWH
500;e2;0;fa;9;1a;2;a3;EL_AUFNAHMELEISTUNG_WW_TAG_WH
500;e2;0;fa;9;1b;0;1;EL_AUFNAHMELEISTUNG_WW_TAG_KWH
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
180;a0;79;fa;1;d7;0;d4;HILFSKESSELSOLL / RŸcklaufsoll?
500;e2;0;fa;9;1c;2;57;EL_AUFNAHMELEISTUNG_WW_SUM_KWH
500;e2;0;fa;9;1d;0;0a;EL_AUFNAHMELEISTUNG_WW_SUM_MWH
